stop_id,stop_name,stop_lat,stop_lon,location_type
2111,"GREEN PARK",45.4580455464,4.4526913543,0
2112,"GREEN PARK",45.4579366625,4.4527383399,0
2113,"METROTECH",45.4570361758,4.4579851381,0
1069,"PONT NANTIN",45.4617160333,4.487156553,0
1070,"PONT NANTIN",45.461860165,4.4871493681,0
2249,"ZAC VARIZELLE",45.4599473122,4.489274593,0
1072,"C. C. VARIZELLE",45.4620437024,4.4934997646,0
1073,"STADE PACHOA",45.4599692279,4.5030357407,0
1074,"STADE PACHOA",45.4594408124,4.5024395721,0
1075,"LA BOISSONNAT",45.462853239,4.5005013645,0
1076,"LA BOISSONNAT",45.4628467219,4.5003732189,0
1077,"HONGROIS",45.459641842,4.5055294327,0
1078,"HONGROIS",45.4599686192,4.5058491682,0
1079,"CENTRE DE SOINS",45.4598544642,4.5080187193,0
1080,"CENTRE DE SOINS",45.4602961042,4.5079849025,0
1081,"GALLIENI",45.4622614684,4.5036370801,0
1082,"GALLIENI",45.4619322057,4.5034451361,0
1083,"PONT NOIR",45.4635658999,4.5073714916,0
1165,"PONT NOIR",45.4633542948,4.5071457702,0
1084,"HAUTE GARENNE",45.4618323508,4.5104367291,0
1085,"HAUTE GARENNE",45.4618208709,4.5105641667,0
1086,"ST M COAILLEUX",45.4619251801,4.519520507,0
1087,"LE CHASSEUR",45.4631035335,4.3243207098,0
1088,"CIZERON",45.4646600978,4.3218061136,0
1089,"MERLEY",45.4664958086,4.3444704916,0
1096,"MERLEY",45.4664427677,4.3444174092,0
1090,"TORREDEMBARRA",45.4649021233,4.3440161852,0
1095,"TORREDEMBARRA",45.464964617,4.344044031,0
1091,"ROCHEFOY",45.463876068,4.3455263719,0
1094,"ROCHEFOY",45.4640169427,4.3451989831,0
1092,"BOURGEAT",45.4650554378,4.3475003315,0
1093,"BOURGEAT",45.4650496653,4.3473210769,0
1097,"COMPLEXE SPORTIF",45.4660660074,4.3523457946,0
1098,"LES MARRONNIERS",45.4665760503,4.3549989763,0
1099,"LES MARRONNIERS",45.4663099578,4.3542858583,0
1100,"MUSEE DE VILLARS",45.4651043233,4.3567613034,0
1101,"MUSEE DE VILLARS",45.4654714287,4.3568642346,0
1102,"JEAN RAVON",45.4665419516,4.362351581,0
1103,"JEAN RAVON",45.4664986077,4.3622604684,0
1104,"CYCLOTOURISTES",45.4670878463,4.3615274715,0
1105,"CYCLOTOURISTES",45.466216154,4.3619559714,0
1106,"LA TAILLEE",45.4659286409,4.3639149769,0
1107,"LA TAILLEE",45.4660999762,4.3638956785,0
1108,"JEAN GUITTON",45.4668666643,4.3662770306,0
1109,"JEAN GUITTON",45.4668382913,4.3663527258,0
1110,"LA GOUTTE",45.4679515938,4.3664958996,0
1203,"LA GOUTTE",45.468354727,4.366101423,0
1111,"PONT BOIS MONZIL",45.4658893165,4.3700395559,0
1112,"PONT BOIS MONZIL",45.4659935924,4.3697492374,0
1113,"PORTE DE VILLARS",45.4658778027,4.376101218,0
1117,"PORTE DE VILLARS",45.4659714679,4.3759000438,0
1118,"TERRASSE",45.4660870011,4.378935362,0
1119,"TERRASSE",45.4657892912,4.378975526,0
1120,"TERRASSE",45.4657435096,4.3785262134,0
1121,"TERRASSE",45.4657624305,4.3784757551,0
2114,"TERRASSE",45.4660959943,4.3789356941,0
2115,"TERRASSE",45.4660401658,4.3790359468,0
2116,"TERRASSE",45.4659855057,4.3790722962,0
2117,"TERRASSE",45.4660401658,4.3790359468,0
1124,"RUE DE LA TOUR",45.4665054452,4.387532499,0
2474,"RUE DE LA TOUR",45.4666389313,4.3861433994,0
1125,"P. DE COUBERTIN",45.4666707466,4.3917591514,0
1126,"P. DE COUBERTIN",45.4667255867,4.3912240308,0
1129,"CLOS FOUGEOLS",45.4657669605,4.4012407964,0
1130,"CLOS FOUGEOLS",45.4659278741,4.4008119654,0
1133,"PERE VOLPETTE",45.466688737,4.3966454037,0
1134,"PERE VOLPETTE",45.4673222246,4.3959655684,0
2475,"LES GRANGES",45.4663648495,4.3981041243,0
2476,"LES GRANGES",45.466216006,4.3983671539,0
1140,"LA BATIE",45.4633166423,4.4052673103,0
1141,"LA BATIE",45.463357348,4.4050130574,0
1143,"COLL. M.SEGUIN",45.4645145643,4.4086116848,0
1144,"COLL. M.SEGUIN",45.4654522013,4.4090049094,0
1145,"LE CAMP",45.4656085334,4.4112488953,0
1146,"LE CAMP",45.466011561,4.4113535385,0
1147,"LA GIRARDIERE",45.4668913343,4.4090460434,0
1228,"LA GIRARDIERE",45.4671928315,4.4092875546,0
1152,"RENE CASSIN",45.4657770707,4.4287510977,0
1153,"RENE CASSIN",45.4662191959,4.4296502992,0
1155,"PLACE MARQUISE",45.4674978002,4.4454046346,0
1156,"PLACE MARQUISE",45.4675410762,4.445495814,0
1157,"VARIZELLE",45.463602719,4.4905934658,0
1158,"VARIZELLE",45.4637541187,4.4906760972,0
1161,"RIVAUD",45.4632510353,4.4948257584,0
1162,"RIVAUD",45.4632977279,4.4947380563,0
2119,"IZIEUX",45.4655219546,4.5011813114,0
2120,"IZIEUX",45.4656141116,4.5010698108,0
1166,"E. BRANLY",45.4619366132,4.5087782707,0
1167,"E. BRANLY",45.4621969068,4.5088140707,0
1170,"BIEF",45.4654594548,4.508110875,0
1171,"BIEF",45.4653460266,4.5079273662,0
2432,"PLACE N. IZIEUX",45.4644953337,4.503072341,0
2433,"PLACE N. IZIEUX",45.4642233868,4.5036372117,0
2571,"PLACE N. IZIEUX",45.4642328755,4.5036120046,0
1172,"MJC",45.4637129026,4.5155368423,0
1173,"MJC",45.4637758519,4.5155393222,0
1174,"H. DUNANT HAUT",45.4641794425,4.5137647009,0
1175,"H. DUNANT HAUT",45.4642046771,4.5138552203,0
1176,"H. DUNANT BAS",45.465331561,4.5146797525,0
1177,"H. DUNANT BAS",45.465383524,4.5147841165,0
1178,"G. CLEMENCEAU",45.4653866978,4.5100008923,0
1179,"G. CLEMENCEAU",45.4652867825,4.5100481248,0
1180,"MARECHAL LECLERC",45.4655062361,4.5163365084,0
1181,"MARECHAL LECLERC",45.4655437035,4.5162612465,0
1186,"CROIX RAISIN",45.4675366048,4.5234255781,0
2184,"CROIX RAISIN",45.4675930632,4.5232999079,0
1187,"BAYOLLE",45.4664757232,4.5480556593,0
1188,"BAYOLLE",45.4665384188,4.5480709563,0
1189,"LA BAROLLIERE",45.4675074181,4.5550292944,0
1190,"LA BAROLLIERE",45.4675418658,4.5551074185,0
1191,"MOULIN PAYRE",45.4647911183,4.5842090465,0
1192,"MOULIN PAYRE",45.4650686015,4.5842842728,0
1193,"EGLISE VILLARS",45.468867516,4.3536885096,0
1194,"TRIOLLET",45.4714557457,4.3523887512,0
1195,"TRIOLLET",45.4714543619,4.3524654432,0
2250,"MAIRIE VILLARS",45.4679356775,4.353462682,0
2251,"MAIRIE VILLARS",45.4680076236,4.3534653056,0
1198,"LA FEUILLETIERE",45.4694526065,4.3616396304,0
1199,"LA FEUILLETIERE",45.4694813965,4.3620371744,0
1200,"MICHARD",45.4708149064,4.3594639991,0
1201,"MICHARD",45.4709073514,4.3598255092,0
1202,"ASPTT",45.4726361731,4.362255039,0
1287,"ASPTT",45.4727440922,4.3622589918,0
1204,"MUSEE ART MOD.",45.4704756075,4.3741731628,0
1205,"MUSEE ART MOD.",45.4704410334,4.3740951474,0
1206,"LA MEARIE",45.4677748841,4.3811207753,0
1207,"LA MEARIE",45.4682760585,4.3807811874,0
1209,"PARC MASSENET",45.4689140196,4.3783746781,0
1210,"PARC MASSENET",45.4689424008,4.3782989862,0
1211,"CLOS ST-PRIEST",45.4720589535,4.3781454371,0
1296,"CLOS ST-PRIEST",45.472509548,4.3781109077,0
2252,"ROUTE DE L'ETRAT",45.4690549292,4.3819866527,0
1212,"MONTYON",45.4678588944,4.3834132383,0
1213,"MONTYON",45.4678738363,4.3835800576,0
1214,"COTTAGES",45.4680161685,4.3939578292,0
1215,"COTTAGES",45.4681359039,4.3938088053,0
1216,"ALLEE TROENES",45.4705458809,4.3943972739,0
1217,"ALLEE TROENES",45.4708769795,4.3944991266,0
2477,"FLEMING",45.4716045706,4.3955494505,0
2478,"FLEMING",45.472025793,4.3951558292,0
1221,"GEORGES BIZET",45.4709890769,4.4001311153,0
1222,"GEORGES BIZET",45.47087193,4.4001395348,0
1223,"LA CHEVRE",45.4699073731,4.4080079349,0
1231,"LA CHEVRE",45.470382349,4.4081152574,0
1224,"MONTREYNAUD",45.4718475244,4.4023759387,0
1226,"MONTREYNAUD",45.4711716322,4.4029134771,0
1227,"MONTREYNAUD",45.4717639863,4.402513516,0
1225,"TENNIS",45.4721514283,4.4058919676,0
1317,"TENNIS",45.4718868428,4.4056006715,0
1229,"LONGIRON",45.4679078882,4.4119746381,0
1230,"LONGIRON",45.4687120726,4.4118001742,0
1234,"LE MONTCEL",45.4679075284,4.432719825,0
1235,"LE MONTCEL",45.4681548941,4.4334454397,0
1236,"JEAN ROSTAND",45.4708216026,4.4352093263,0
1237,"JEAN ROSTAND",45.4709134536,4.4351104866,0
1240,"ECOLE DU FAY",45.4697744045,4.4487530011,0
1241,"ECOLE DU FAY",45.4698155028,4.4489592178,0
1242,"ECOLE DU FAY",45.4690845492,4.4481127222,0
1243,"RONSARD",45.4655636522,4.4906442548,0
1247,"RONSARD",45.4660068865,4.4909940506,0
1244,"BELLAY",45.4679031116,4.492999235,0
1245,"PHILIPPIERE",45.4668034331,4.4907564898,0
1246,"OLLAGNIERE",45.4692927775,4.4942045665,0
1250,"LANGONAND",45.4717342644,4.4987255407,0
1251,"LANGONAND",45.4716710672,4.498735861,0
1252,"CHAMP DU GEAI",45.4717066455,4.5038664893,0
1253,"CHAMP DU GEAI",45.471816047,4.5037940297,0
1254,"NOVACIERIES",45.4720781968,4.5065160413,0
1255,"NOVACIERIES",45.4721648418,4.5062252424,0
2141,"NOVACIERIES",45.4727365682,4.5078338039,0
2142,"NOVACIERIES",45.4726978643,4.5079729894,0
2123,"RUE SIBERT",45.4676100837,4.5048826562,0
2124,"RUE SIBERT",45.4676218053,4.5047424237,0
2125,"CHATELARD",45.4703357691,4.5058720879,0
2126,"CHATELARD",45.4703292581,4.5057439244,0
1256,"LYCEE C.LEBOIS",45.4688656217,4.5129771004,0
1257,"LYCEE C.LEBOIS",45.468937315,4.5129927122,0
1258,"LEON BERARD",45.4699861458,4.5168968024,0
1265,"LEON BERARD",45.4697822911,4.5162748102,0
1259,"LA VALETTE",45.469778748,4.5150723415,0
1262,"LA VALETTE",45.4701696526,4.5144098262,0
1260,"MONTGOLFIER",45.4696564487,4.5093372949,0
1261,"MONTGOLFIER",45.4697236241,4.5091224922,0
1268,"COIN CHARMILLES",45.471306625,4.5197884863,0
2127,"COIN CHARMILLES",45.4711045369,4.5195374783,0
1263,"LAURENT CHARLES",45.4696422117,4.5206820861,0
1264,"LAURENT CHARLES",45.4695984973,4.5206164061,0
1266,"CHARMILLES",45.4706458985,4.5185984264,0
1267,"CHARMILLES",45.4706581452,4.5193535758,0
1269,"JULES FERRY",45.4713512885,4.516579681,0
1270,"AVENUE PAIX BAS",45.4717177171,4.5157882808,0
2128,"COLL. E.RICHARD",45.4684731264,4.5174127246,0
2129,"COLL. E.RICHARD",45.4686889529,4.5174212351,0
2130,"G. DE GAULLE",45.4666625952,4.5179552547,0
2131,"G. DE GAULLE",45.4665801629,4.5180287436,0
1273,"MOLEYRE",45.468421883,4.5283081697,0
1274,"LE COIN STADE",45.4700338043,4.5287174039,0
1275,"STADE ST-CHAMOND",45.4706388256,4.528613476,0
1277,"STADE ST-CHAMOND",45.4706141045,4.5284973773,0
1276,"SAINTE MARIE",45.4708069287,4.5246293404,0
2132,"VERONNIERE",45.4677964955,4.5266973855,0
2185,"VERONNIERE",45.4678971696,4.5266118397,0
1278,"COIN MANUFACTURE",45.4684648933,4.5307016964,0
2023,"ZI DU COIN",45.4681205506,4.5340263367,0
2024,"ZI DU COIN",45.468262983,4.5336482819,0
1279,"LA REVOLANCHE",45.4690383993,4.5413406929,0
1280,"LA REVOLANCHE",45.469084624,4.5412785823,0
2445,"VIGELON",45.4697576069,4.5609010549,0
2446,"VIGELON",45.4697961222,4.5607746946,0
1281,"MONTRAVEL",45.4758102627,4.3479553608,0
1282,"CURNIEU",45.473687002,4.3524189157,0
1283,"CURNIEU",45.4740017669,4.352430389,0
1284,"LE PECHIER",45.4755520266,4.3552882076,0
1285,"LE PECHIER",45.475449174,4.3555019061,0
1286,"HIPPODROME",45.4728322609,4.3578877802,0
1288,"HIPPODROME",45.473064492,4.3574869621,0
1289,"LYCEE S. WEIL",45.4742059408,4.3674929331,0
1290,"LYCEE S. WEIL",45.474661179,4.3672026619,0
1293,"LYCEE S. WEIL",45.4745158931,4.3672740743,0
2133,"PARC-CHAMPIROL",45.4768966868,4.3645217358,0
2134,"PARC-CHAMPIROL",45.4768597857,4.3645715495,0
1294,"CITE AGRICULTURE",45.4730161367,4.3700713633,0
1295,"CITE AGRICULTURE",45.4728895335,4.3701050807,0
1297,"LES CEDRES BLEUS",45.4736922372,4.3828232992,0
1305,"LES CEDRES BLEUS",45.4734399596,4.3828395469,0
1298,"EGLISE ST-PRIEST",45.4736902272,4.378013791,0
1299,"EGLISE ST-PRIEST",45.4737972115,4.3780689044,0
1300,"RESIDENCE ORPEA",45.4754747335,4.3773761354,0
1301,"RESIDENCE ORPEA",45.4755450447,4.3774682703,0
1302,"LES CARRIERES",45.4764311701,4.3787161817,0
1304,"LES CARRIERES",45.4767375204,4.3791879975,0
1303,"L'EPARRE",45.4766279005,4.3822283798,0
1367,"L'EPARRE",45.4766340851,4.3823821094,0
2479,"RUE JANEQUIN",45.4741855556,4.3927163535,0
2481,"RUE JANEQUIN",45.4742139997,4.3931267301,0
2480,"SAINT SAENS",45.472526645,4.3914139674,0
2482,"SAINT-SAENS",45.472990763,4.3916230758,0
1312,"OFFENBACH",45.4728513602,4.3962609963,0
2483,"OFFENBACH",45.4729441194,4.3961109597,0
1313,"DEBUSSY",45.4732290026,4.3987181445,0
1314,"DEBUSSY",45.4732398832,4.398616222,0
1315,"AMUNDSEN",45.4733650664,4.3952440544,0
1316,"AMUNDSEN",45.4732621375,4.3954576701,0
1318,"ADOLPHE SAX",45.4703170704,4.4048384755,0
1319,"ADOLPHE SAX",45.4701331851,4.4050490345,0
1320,"PONT BAYARD",45.4768089532,4.4119377292,0
1321,"PONT BAYARD",45.4768056289,4.412116691,0
1322,"MAISON D'ARRET",45.4738863672,4.4156910056,0
1323,"LES FRAISSES",45.4725564462,4.4319622868,0
1324,"LES FRAISSES",45.4726932596,4.4318651422,0
1325,"GEORGE SAND",45.4751388981,4.4276598287,0
1326,"GEORGE SAND",45.474915786,4.4285212167,0
2135,"MARCHE BESTIAUX",45.4758259592,4.4274939325,0
2136,"MARCHE BESTIAUX",45.4758120397,4.4272759466,0
2137,"W. ROUSSEAU",45.4759514458,4.5054144011,0
2138,"W. ROUSSEAU",45.4761255351,4.5052549309,0
1331,"PLAISANCE",45.4731882146,4.5105249586,0
1338,"PLAISANCE",45.4728748767,4.50951491,0
2139,"MEDIATHEQUE",45.4773006439,4.5077699564,0
2140,"MEDIATHEQUE",45.4771771768,4.5071766578,0
1332,"PLACE DU MOULIN",45.4750682393,4.5082579435,0
1333,"PLACE DU MOULIN",45.4751921509,4.5083651453,0
1334,"PLACE DU MOULIN",45.4748132105,4.5084142225,0
1335,"PLACE DU MOULIN",45.4751182206,4.5084645773,0
1336,"PLACE DU MOULIN",45.4749083563,4.5081493296,0
1337,"PLACE DU MOULIN",45.4749925697,4.5084468504,0
2143,"PLACE DU MOULIN",45.4747249728,4.5078607078,0
2144,"PLACE DU MOULIN",45.4747547332,4.5081816725,0
2145,"PLACE DU MOULIN",45.4753854722,4.5081424817,0
1339,"CONTI",45.4737223011,4.5145241518,0
1340,"POSTE ST-CHAMOND",45.4746665846,4.5154823558,0
2148,"POSTE ST-CHAMOND",45.4746688281,4.5153673175,0
2146,"LAMARTINE",45.4743474296,4.5124637116,0
2147,"LAMARTINE",45.4745789705,4.5121274427,0
1341,"PALERMES",45.4754792707,4.519953223,0
1342,"PALERMES",45.475934653,4.5205980198,0
1343,"GARE ST-CHAMOND",45.4725935241,4.5161042031,0
1344,"GARE ST-CHAMOND",45.4730114605,4.5168242064,0
1345,"GARE ST-CHAMOND",45.4730114605,4.5168242064,0
1346,"GARE ST-CHAMOND",45.4731406253,4.5175839983,0
1347,"COLL. J.ROSTAND",45.4725005745,4.5314246374,0
1348,"COLL. J.ROSTAND",45.4724308448,4.5317672382,0
2253,"COLL. J.ROSTAND",45.4728203381,4.5334711791,0
1349,"VENDEE",45.4732558878,4.5296254155,0
1350,"VENDEE",45.472910149,4.5298163691,0
1351,"JAREZ",45.4745756021,4.5293323706,0
2187,"JAREZ",45.4751361235,4.5296616057,0
1353,"ILE DE FRANCE",45.4749448276,4.5339009638,0
2186,"ILE DE FRANCE",45.4748502906,4.5327587205,0
1354,"GRANDE TERRE",45.4755814896,4.5363056046,0
1355,"GRANDE TERRE",45.4753746569,4.536297377,0
1356,"MARCIEUX",45.4725990674,4.5641876615,0
1357,"MARCIEUX",45.4726625255,4.5641646345,0
1358,"LE BESSY 1",45.4744603937,4.5786665144,0
1359,"LE BESSY 2",45.4764221178,4.5822640115,0
1360,"PARC D'ACTIVITE",45.4803616213,4.3540694078,0
1361,"PARC D'ACTIVITE",45.4805504804,4.3540762982,0
1362,"C. C. RATARIEUX",45.4797455692,4.3577822966,0
1363,"C. C. RATARIEUX",45.4795910647,4.3578661955,0
1364,"HOPITAL NORD",45.4801622219,4.3640914174,0
1365,"HOPITAL NORD",45.4800616722,4.3641772779,0
1366,"HOPITAL NORD",45.4802629493,4.3644916781,0
1368,"JEAN MACE",45.4780981377,4.3815536193,0
1370,"JEAN MACE",45.4777171474,4.381718618,0
1369,"LES MELEZES",45.4777656474,4.3805435483,0
1371,"LES MELEZES",45.4780262166,4.3805659715,0
1372,"LES BIERCES",45.4786057573,4.3803699257,0
1373,"CHATEAUBON",45.4790664028,4.4023002251,0
1374,"CHATEAUBON",45.4791494798,4.4026743082,0
1375,"J.DE LA FONTAINE",45.4789835597,4.4130811136,0
1376,"J.DE LA FONTAINE",45.4790299506,4.4130061011,0
1377,"LA GALOCHE",45.4772319404,4.416776192,0
1378,"LA GALOCHE",45.4773263423,4.417022792,0
1379,"ESPACE NATURE",45.4791449461,4.4218116367,0
1381,"ESPACE NATURE",45.4793564109,4.422535993,0
1380,"ROND PT SABLIERE",45.4804320845,4.4275785552,0
1434,"ROND PT SABLIERE",45.4805499953,4.4260862525,0
1435,"ROND PT SABLIERE",45.4809011112,4.4265600653,0
1382,"JEAN BROSSY",45.4777896314,4.4293207133,0
1383,"JEAN BROSSY",45.4777706876,4.4293711652,0
1384,"PLACE WERY",45.4797517096,4.4307509919,0
1385,"PLACE WERY",45.4797517096,4.4307509919,0
1386,"EVRARD",45.4785476167,4.4378435522,0
1387,"EVRARD",45.4787077099,4.4374658621,0
1388,"STADE LA TALAU",45.4800957173,4.4349600435,0
1389,"STADE LA TALAU",45.4800957173,4.4349600435,0
1390,"HAUT LANGONAND",45.4804784729,4.451413429,0
1391,"HAUT LANGONAND",45.4804602844,4.4518988644,0
2149,"PARTERRE",45.480514407,4.5086509464,0
2150,"PARTERRE",45.4802596258,4.5087944556,0
2151,"SAINT-PIERRE",45.4790228157,4.5150015755,0
2152,"SAINT-PIERRE",45.479085744,4.5145435108,0
1396,"PICHELIERE",45.4783561634,4.5118027208,0
1397,"PICHELIERE",45.4783254181,4.5115328648,0
1398,"FENDERIE",45.4795604086,4.5155856465,0
1399,"FENDERIE",45.4796343453,4.515486216,0
1400,"PL. DE L'EGALITE",45.4800312106,4.5140562342,0
1401,"PL. DE L'EGALITE",45.480103153,4.5140590673,0
2154,"C. C. RECLUSIERE",45.4793406661,4.5190054987,0
2254,"C. C. RECLUSIERE",45.479329429,4.520041285,0
1402,"HOTEL DIEU",45.478335394,4.5156397152,0
1403,"HOTEL DIEU",45.4783653639,4.5154873836,0
2256,"HOTEL DIEU",45.4779874502,4.5164063545,0
2257,"BENOIT ORIOL",45.4769455175,4.5158407934,0
2258,"BENOIT ORIOL",45.476652512,4.5160978851,0
1404,"HERMITANIERE",45.478541702,4.5248842338,0
1405,"HERMITANIERE",45.4788102115,4.5254193675,0
1406,"BAZINE",45.4799721771,4.5272052313,0
1407,"BAZINE",45.4803790441,4.5280273246,0
1409,"COURS DAUPHINE",45.4771314508,4.5348321594,0
1410,"COURS DAUPHINE",45.4772333888,4.5346827013,0
1412,"C. MEDICO SOCIAL",45.4786371835,4.5333184967,0
